Venomoth,49.0,70,65,60,90,75,90
Diglett,50.0,10,55,25,35,45,95
Diglett(Alolan),50.1,10,55,30,35,45,90
Dugtrio,51.0,35,100,50,50,70,120
Dugtrio(Alolan),51.1,35,100,60,50,70,110
Meowth,52.0,40,45,35,40,40,90
Meowth(Alolan),52.1,40,35,35,50,40,90
Meowth(Galarian),52.2,50,65,55,40,40,40
Persian,53.0,65,70,60,65,65,115
Persian(Alolan),53.1,65,60,60,75,65,115
Psyduck,54.0,50,52,48,65,50,55
Golduck,55.0,80,82,78,95,80,85
Mankey,56.0,40,80,35,35,45,70
Primeape,57.0,65,105,60,60,70,95
Growlithe,58.0,55,70,45,70,50,60
Growlithe(Hisuian),58.1,60,75,45,65,50,55
Arcanine,59.0,90,110,80,100,80,95
Arcanine(Hisuian),59.1,95,115,80,95,80,90
Poliwag,60.0,40,50,40,40,40,90
Poliwhirl,61.0,65,65,65,50,50,90
Poliwrath,62.0,90,95,95,70,90,70
Abra,63.0,25,20,15,105,55,90
Kadabra,64.0,40,35,30,120,70,105
Alakazam,65.0,55,50,45,135,95,120
Machop,66.0,70,80,50,35,35,35
Machoke,67.0,80,100,70,50,60,45
Machamp,68.0,90,130,80,65,85,55
Bellsprout,69.0,50,75,35,70,30,40
Weepinbell,70.0,65,90,50,85,45,55
Victreebel,71.0,80,105,65,100,70,70
Tentacool,72.0,40,40,35,50,100,70
Tentacruel,73.0,80,70,65,80,120,100
Geodude,74.0,40,80,100,30,30,20
Geodude(Alolan),74.1,40,80,100,30,30,20
Graveler,75.0,55,95,115,45,45,35
Graveler(Alolan),75.1,55,95,115,45,45,35
Golem,76.0,80,120,130,55,65,45
Golem(Alolan),76.1,80,120,130,55,65,45
Ponyta,77.0,50,85,55,65,65,90
Ponyta(Galarian),77.1,50,85,55,65,65,90
Rapidash,78.0,65,100,70,80,80,105
Rapidash(Galarian),78.1,65,100,70,80,80,105
Slowpoke,79.0,90,65,65,40,40,15
Slowpoke(Galarian),79.1,90,65,65,40,40,15
Slowbro,80.0,95,75,110,100,80,30
Slowbro(Galarian),80.2,95,100,85,100,70,30
Magnemite,81.0,25,35,70,95,55,45
Magneton,82.0,50,60,95,120,70,70
Farfetch'd,83.0,52,90,55,58,62,60
Farfetch'd(Galarian),83.1,52,95,55,58,62,55
Doduo,84.0,35,85,45,35,35,75
Dodrio,85.0,60,110,70,60,60,110
Seel,86.0,65,45,55,45,70,45
Dewgong,87.0,90,70,80,70,95,70
Grimer,88.0,80,80,50,40,50,25
Grimer(Alolan),88.1,80,80,50,40,50,25
Muk,89.0,105,105,75,65,100,50
Muk(Alolan),89.1,105,105,75,65,100,50
Shellder,90.0,30,65,100,45,25,40
Cloyster,91.0,50,95,180,85,45,70
Gastly,92.0,30,35,30,100,35,80
Haunter,93.0,45,50,45,115,55,95
Gengar,94.0,60,65,60,130,75,110
Onix,95.0,35,45,160,30,45,70
Drowzee,96.0,60,48,45,43,90,42
Hypno,97.0,85,73,70,73,115,67
Krabby,98.0,30,105,90,25,25,50
Kingler,99.0,55,130,115,50,50,75
Voltorb,100.0,40,30,50,55,55,100
Voltorb(Hisuian),100.1,40,30,50,55,55,100
Electrode,101.0,60,50,70,80,80,150
Electrode(Hisuian),101.1,60,50,70,80,80,150
Exeggcute,102.0,60,40,80,60,45,40
Exeggutor,103.0,95,95,85,125,75,55
Exeggutor(Alolan),103.1,95,105,85,125,75,45
Cubone,104.0,50,50,95,40,50,35
Marowak,105.0,60,80,110,50,80,45
Marowak(Alolan),105.1,60,80,110,50,80,45
Hitmonlee,106.0,50,120,53,35,110,87
Hitmonchan,107.0,50,105,79,35,110,76
Lickitung,108.0,90,55,75,60,75,30
Koffing,109.0,40,65,95,60,45,35
Weezing,110.0,65,90,120,85,70,60
Weezing(Galarian),110.1,65,90,120,85,70,60
Rhyhorn,111.0,80,85,95,30,30,25
Rhydon,112.0,105,130,120,45,45,40
Chansey,113.0,250,5,5,35,105,50
Tangela,114.0,65,55,115,100,40,60
Kangaskhan,115.0,105,95,80,40,80,90
Horsea,116.0,30,40,70,70,25,60
Seadra,117.0,55,65,95,95,45,85
Goldeen,118.0,45,67,60,35,50,63
Seaking,119.0,80,92,65,65,80,68
Staryu,120.0,30,45,55,70,55,85
Starmie,121.0,60,75,85,100,85,115
Mr.-Mime,122.0,40,45,65,100,120,90
Mr.-Mime(Galarian),122.1,50,65,65,90,90,100
Scyther,123.0,70,110,80,55,80,105
Jynx,124.0,65,50,35,115,95,95
Electabuzz,125.0,65,83,57,95,85,105
Magmar,126.0,65,95,57,100,85,93
Pinsir,127.0,65,125,100,55,70,85
Tauros,128.0,75,100,95,40,70,110
Tauros(Paldean-Combat),128.1,75,110,105,30,70,100
Tauros(Paldean-Blaze),128.2,75,110,105,30,70,100
Tauros(Paldean-Aqua),128.3,75,110,105,30,70,100
Magikarp,129.0,20,10,55,15,20,80
Gyarados,130.0,95,125,79,60,100,81
Lapras,131.0,130,85,80,85,95,60
Ditto,132.0,48,48,48,48,48,48
Eevee,133.0,55,55,50,45,65,55
Vaporeon,134.0,130,65,60,110,95,65
Jolteon,135.0,65,65,60,110,95,130
Flareon,136.0,65,130,60,95,110,65
Porygon,137.0,65,60,70,85,75,40
Omanyte,138.0,35,40,100,90,55,35
Omastar,139.0,70,60,125,115,70,55
Kabuto,140.0,30,80,90,55,45,55
Kabutops,141.0,60,115,105,65,70,80
Aerodactyl,142.0,80,105,65,60,75,130
Snorlax,143.0,160,110,65,65,110,30
Dratini,147.0,41,64,45,50,50,50
Dragonair,148.0,61,84,65,70,70,70
Dragonite,149.0,91,134,95,100,100,80
Chikorita,152.0,45,49,65,49,65,45
Bayleef,153.0,60,62,80,63,80,69
Meganium,154.0,80,82,100,83,100,80
Cyndaquil,155.0,39,52,43,60,50,65
Quilava,156.0,58,64,58,80,65,80
Typhlosion,157.0,78,84,78,109,85,100
Typhlosion(Hisuian),157.1,73,84,78,119,85,95
Totodile,158.0,50,65,64,44,48,43
Croconaw,159.0,65,80,80,59,63,58
Feraligatr,160.0,85,105,100,79,83,78
Sentret,161.0,35,46,34,35,45,20
Furret,162.0,85,76,64,45,55,90
Hoothoot,163.0,60,30,30,36,56,50
Noctowl,164.0,100,50,50,86,96,70
Ledyba,165.0,40,20,30,40,80,55
Ledian,166.0,55,35,50,55,110,85
Spinarak,167.0,40,60,40,40,40,30
Ariados,168.0,70,90,70,60,70,40
Crobat,169.0,85,90,80,70,80,130
Chinchou,170.0,75,38,38,56,56,67
Lanturn,171.0,125,58,58,76,76,67
Pichu,172.0,20,40,15,35,35,60
Cleffa,173.0,50,25,28,45,55,15
Igglybuff,174.0,90,30,15,40,20,15
Togepi,175.0,35,20,65,40,65,20
Togetic,176.0,55,40,85,80,105,40
Natu,177.0,40,50,45,70,45,70
Xatu,178.0,65,75,70,95,70,95
Mareep,179.0,55,40,40,65,45,35
Flaaffy,180.0,70,55,55,80,60,45
Ampharos,181.0,90,75,85,115,90,55
Bellossom,182.0,75,80,95,90,100,50
Marill,183.0,70,20,50,20,50,40
Azumarill,184.0,100,50,80,60,80,50
Sudowoodo,185.0,70,100,115,30,65,30
Politoed,186.0,90,75,75,90,100,70
Hoppip,187.0,35,35,40,35,55,50
Skiploom,188.0,55,45,50,45,65,80
Jumpluff,189.0,75,55,70,55,95,110
Aipom,190.0,55,70,55,40,55,85
Sunkern,191.0,30,30,30,30,30,30
Sunflora,192.0,75,75,55,105,85,30
Yanma,193.0,65,65,45,75,45,95
Wooper,194.0,55,45,45,25,25,15
Wooper(Paldean),194.1,55,45,45,25,25,15
Quagsire,195.0,95,85,85,65,65,35
Espeon,196.0,65,65,60,130,95,110
Umbreon,197.0,95,65,110,60,130,65
Murkrow,198.0,60,85,42,85,42,91
Slowking,199.0,95,75,80,100,110,30
Slowking(Galarian),199.1,95,65,80,110,110,30
Misdreavus,200.0,60,60,60,85,85,85
Unown,201.0,48,72,48,72,48,48
Wobbuffet,202.0,190,33,58,33,58,33
Girafarig,203.0,70,80,65,90,65,85
Pineco,204.0,50,65,90,35,35,15
Forretress,205.0,75,90,140,60,60,40
Dunsparce,206.0,100,70,70,65,65,45
Gligar,207.0,65,75,105,35,65,85
Steelix,208.0,75,85,200,55,65,30
Snubbull,209.0,60,80,50,40,40,30
Granbull,210.0,90,120,75,60,60,45
Qwilfish,211.0,65,95,85,55,55,85
Qwilfish(Hisuian),211.1,65,95,85,55,55,85
Scizor,212.0,70,130,100,55,80,65
Shuckle,213.0,20,10,230,10,230,5
Heracross,214.0,80,125,75,40,95,85
Sneasel,215.0,55,95,55,35,75,115
Sneasel(Hisuian),215.1,55,95,55,35,75,115
Teddiursa,216.0,60,80,50,50,50,40
Ursaring,217.0,90,130,75,75,75,55
Slugma,218.0,40,40,40,70,40,20
Magcargo,219.0,60,50,120,90,80,30
Swinub,220.0,50,50,40,30,30,50
Piloswine,221.0,100,100,80,60,60,50
Corsola,222.0,65,55,95,65,95,35
Corsola(Galarian),222.1,60,55,100,65,100,30
Remoraid,223.0,35,65,35,65,35,65
Octillery,224.0,75,105,75,105,75,45
Delibird,225.0,45,55,45,65,45,75
Mantine,226.0,85,40,70,80,140,70
Skarmory,227.0,65,80,140,40,70,70
Houndour,228.0,45,60,30,80,50,65
Houndoom,229.0,75,90,50,110,80,95
Kingdra,230.0,75,95,95,95,95,85
Phanpy,231.0,90,60,60,40,40,40
Donphan,232.0,90,120,120,60,60,50
Porygon2,233.0,85,80,90,105,95,60
Stantler,234.0,73,95,62,85,65,85
Smeargle,235.0,55,20,35,20,45,75
Tyrogue,236.0,35,35,35,35,35,35
Hitmontop,237.0,50,95,95,35,110,70
Smoochum,238.0,45,30,15,85,65,65
Elekid,239.0,45,63,37,65,55,95
Magby,240.0,45,75,37,70,55,83
Miltank,241.0,95,80,105,40,70,100
Blissey,242.0,255,10,10,75,135,55
Larvitar,246.0,50,64,50,45,50,41
Pupitar,247.0,70,84,70,65,70,51
Tyranitar,248.0,100,134,110,95,100,61
Treecko,252.0,40,45,35,65,55,70
Grovyle,253.0,50,65,45,85,65,95
Sceptile,254.0,70,85,65,105,85,120
Torchic,255.0,45,60,40,70,50,45
Combusken,256.0,60,85,60,85,60,55
Blaziken,257.0,80,120,70,110,70,80
Mudkip,258.0,50,70,50,50,50,40
Marshtomp,259.0,70,85,70,60,70,50
Swampert,260.0,100,110,90,85,90,60
Poochyena,261.0,35,55,35,30,30,35
Mightyena,262.0,70,90,70,60,60,70
Zigzagoon,263.0,38,30,41,30,41,60
Zigzagoon(Galarian),263.1,38,30,41,30,41,60
Linoone,264.0,78,70,61,50,61,100
Linoone(Galarian),264.1,78,70,61,50,61,100
Wurmple,265.0,45,45,35,20,30,20
Silcoon,266.0,50,35,55,25,25,15
Beautifly,267.0,60,70,50,100,50,65
Cascoon,268.0,50,35,55,25,25,15
Dustox,269.0,60,50,70,50,90,65
Lotad,270.0,40,30,30,40,50,30
Lombre,271.0,60,50,50,60,70,50
Ludicolo,272.0,80,70,70,90,100,70
Seedot,273.0,40,40,50,30,30,30
Nuzleaf,274.0,70,70,40,60,40,60
Shiftry,275.0,90,100,60,90,60,80
Taillow,276.0,40,55,30,30,30,85
Swellow,277.0,60,85,60,75,50,125
Wingull,278.0,40,30,30,55,30,85
Pelipper,279.0,60,50,100,95,70,65
Ralts,280.0,28,25,25,45,35,40
Kirlia,281.0,38,35,35,65,55,50
Gardevoir,282.0,68,65,65,125,115,80
Surskit,283.0,40,30,32,50,52,65
Masquerain,284.0,70,60,62,100,82,80
Shroomish,285.0,60,40,60,40,60,35
Breloom,286.0,60,130,80,60,60,70
Slakoth,287.0,60,60,60,35,35,30
Vigoroth,288.0,80,80,80,55,55,90
Slaking,289.0,150,160,100,95,65,100
Nincada,290.0,31,45,90,30,30,40
Ninjask,291.0,61,90,45,50,50,160
Shedinja,292.0,1,90,45,30,30,40
Whismur,293.0,64,51,23,51,23,28
Loudred,294.0,84,71,43,71,43,48
Exploud,295.0,104,91,63,91,73,68
Makuhita,296.0,72,60,30,20,30,25
Hariyama,297.0,144,120,60,40,60,50
Azurill,298.0,50,20,40,20,40,20
Nosepass,299.0,30,45,135,45,90,30
Skitty,300.0,50,45,45,35,35,50
Delcatty,301.0,70,65,65,55,55,90
Sableye,302.0,50,75,75,65,65,50
Mawile,303.0,50,85,85,55,55,50
Aron,304.0,50,70,100,40,40,30
Lairon,305.0,60,90,140,50,50,40
Aggron,306.0,70,110,180,60,60,50
Meditite,307.0,30,40,55,40,55,60
Medicham,308.0,60,60,75,60,75,80
Electrike,309.0,40,45,40,65,40,65
Manectric,310.0,70,75,60,105,60,105
Plusle,311.0,60,50,40,85,75,95
Minun,312.0,60,40,50,75,85,95
Volbeat,313.0,65,73,75,47,85,85
Illumise,314.0,65,47,75,73,85,85
Roselia,315.0,50,60,45,100,80,65
Gulpin,316.0,70,43,53,43,53,40
Swalot,317.0,100,73,83,73,83,55
Carvanha,318.0,45,90,20,65,20,65
Sharpedo,319.0,70,120,40,95,40,95
Wailmer,320.0,130,70,35,70,35,60
Wailord,321.0,170,90,45,90,45,60
Numel,322.0,60,60,40,65,45,35
Camerupt,323.0,70,100,70,105,75,40
Torkoal,324.0,70,85,140,85,70,20
Spoink,325.0,60,25,35,70,80,60
Grumpig,326.0,80,45,65,90,110,80
Spinda,327.0,60,60,60,60,60,60
Trapinch,328.0,45,100,45,45,45,10
Vibrava,329.0,50,70,50,50,50,70
Flygon,330.0,80,100,80,80,80,100
Cacnea,331.0,50,85,40,85,40,35
Cacturne,332.0,70,115,60,115,60,55
Swablu,333.0,45,40,60,40,75,50
Altaria,334.0,75,70,90,70,105,80
Zangoose,335.0,73,115,60,60,60,90
Seviper,336.0,73,100,60,100,60,65
Lunatone,337.0,90,55,65,95,85,70
Solrock,338.0,90,95,85,55,65,70
Barboach,339.0,50,48,43,46,41,60
Whiscash,340.0,110,78,73,76,71,60
Corphish,341.0,43,80,65,50,35,35
Crawdaunt,342.0,63,120,85,90,55,55
Baltoy,343.0,40,40,55,40,70,55
Claydol,344.0,60,70,105,70,120,75
Lileep,345.0,66,41,77,61,87,23
Cradily,346.0,86,81,97,81,107,43
Anorith,347.0,45,95,50,40,50,75
Armaldo,348.0,75,125,100,70,80,45
Feebas,349.0,20,15,20,10,55,80
Milotic,350.0,95,60,79,100,125,81
Castform(Normal),351.0,70,70,70,70,70,70
Castform(Rainy),351.1,70,70,70,70,70,70
Castform(Snowy),351.2,70,70,70,70,70,70
Castform(Sunny),351.3,70,70,70,70,70,70
Kecleon,352.0,60,90,70,60,120,40
Shuppet,353.0,44,75,35,63,33,45
Banette,354.0,64,115,65,83,63,65
Duskull,355.0,20,40,90,30,90,25
Dusclops,356.0,40,70,130,60,130,25
Tropius,357.0,99,68,83,72,87,51
Chimecho,358.0,75,50,89,95,90,65
Absol,359.0,65,130,60,75,60,75
Wynaut,360.0,95,23,48,23,48,23
Snorunt,361.0,50,50,50,50,50,50
Glalie,362.0,80,80,80,80,80,80
Spheal,363.0,70,40,50,55,50,25
Sealeo,364.0,90,60,70,75,70,45
Walrein,365.0,110,80,90,95,90,65
Clamperl,366.0,35,64,85,74,55,32
Huntail,367.0,55,104,105,94,75,52
Gorebyss,368.0,55,84,105,114,75,52
Relicanth,369.0,100,90,130,45,65,55
Luvdisc,370.0,43,30,55,40,65,97
Bagon,371.0,45,75,60,40,30,50
Shelgon,372.0,65,95,100,60,50,50
Salamence,373.0,95,135,80,110,80,100
Beldum,374.0,40,55,80,35,60,30
Metang,375.0,60,75,100,55,80,50
Metagross,376.0,80,135,130,95,90,70
Turtwig,387.0,55,68,64,45,55,31
Grotle,388.0,75,89,85,55,65,36
Torterra,389.0,95,109,105,75,85,56
Chimchar,390.0,44,58,44,58,44,61
Monferno,391.0,64,78,52,78,52,81
Infernape,392.0,76,104,71,104,71,108
Piplup,393.0,53,51,53,61,56,40
Prinplup,394.0,64,66,68,81,76,50
Empoleon,395.0,84,86,88,111,101,60
Starly,396.0,40,55,30,30,30,60
Staravia,397.0,55,75,50,40,40,80
Staraptor,398.0,85,120,70,50,60,100
Bidoof,399.0,59,45,40,35,40,31
Bibarel,400.0,79,85,60,60,71,55
Kricketot,401.0,37,25,41,25,41,25
Kricketune,402.0,77,85,51,55,51,65
Shinx,403.0,45,65,34,40,34,45
Luxio,404.0,60,85,49,60,49,60
Luxray,405.0,80,120,79,95,79,70
Budew,406.0,40,30,35,50,70,55
Roserade,407.0,60,70,65,125,105,90
Cranidos,408.0,67,125,40,30,30,58
Rampardos,409.0,97,165,60,65,50,58
Shieldon,410.0,30,42,118,42,88,30
Bastiodon,411.0,60,52,168,47,138,30
Burmy(Plant),412.0,40,29,45,29,45,36
Burmy(Sandy),412.1,40,29,45,29,45,36
Burmy(Trash),412.2,40,29,45,29,45,36
Wormadam(Plant),413.0,60,59,85,79,105,36
Wormadam(Sandy),413.1,60,79,105,59,85,36
Wormadam(Trash),413.2,60,69,95,69,95,36
Mothim,414.0,70,94,50,94,50,66
Combee,415.0,30,30,42,30,42,70
Vespiquen,416.0,70,80,102,80,102,40
Pachirisu,417.0,60,45,70,45,90,95
Buizel,418.0,55,65,35,60,30,85
Floatzel,419.0,85,105,55,85,50,115
Cherubi,420.0,45,35,45,62,53,35
Cherrim(Overcast),421.0,70,60,70,87,78,85
Cherrim(Sunshine),421.1,70,60,70,87,78,85
Shellos(East),422.0,76,48,48,57,62,34
Shellos(West),422.1,76,48,48,57,62,34
Gastrodon(East),423.0,111,83,68,92,82,39
Gastrodon(West),423.1,111,83,68,92,82,39
Ambipom,424.0,75,100,66,60,66,115
Drifloon,425.0,90,50,34,60,44,70
Drifblim,426.0,150,80,44,90,54,80
Buneary,427.0,55,66,44,44,56,85
Lopunny,428.0,65,76,84,54,96,105
Mismagius,429.0,60,60,60,105,105,105
Honchkrow,430.0,100,125,52,105,52,71
Glameow,431.0,49,55,42,42,37,85
Purugly,432.0,71,82,64,64,59,112
Chingling,433.0,45,30,50,65,50,45
Stunky,434.0,63,63,47,41,41,74
Skuntank,435.0,103,93,67,71,61,84
Bronzor,436.0,57,24,86,24,86,23
Bronzong,437.0,67,89,116,79,116,33
Bonsly,438.0,50,80,95,10,45,10
Mime-Jr.,439.0,20,25,45,70,90,60
Happiny,440.0,100,5,5,15,65,30
Chatot,441.0,76,65,45,92,42,91
Spiritomb,442.0,50,92,108,92,108,35
Gible,443.0,58,70,45,40,45,42
Gabite,444.0,68,90,65,50,55,82
Garchomp,445.0,108,130,95,80,85,102
Munchlax,446.0,135,85,40,40,85,5
Riolu,447.0,40,70,40,35,40,60
Lucario,448.0,70,110,70,115,70,90
Hippopotas,449.0,68,72,78,38,42,32
Hippowdon,450.0,108,112,118,68,72,47
Skorupi,451.0,40,50,90,30,55,65
Drapion,452.0,70,90,110,60,75,95
Croagunk,453.0,48,61,40,61,40,50
Toxicroak,454.0,83,106,65,86,65,85
Carnivine,455.0,74,100,72,90,72,46
Finneon,456.0,49,49,56,49,61,66
Lumineon,457.0,69,69,76,69,86,91
Mantyke,458.0,45,20,50,60,120,50
Snover,459.0,60,62,50,62,60,40
Abomasnow,460.0,90,92,75,92,85,60
Weavile,461.0,70,120,65,45,85,125
Magnezone,462.0,70,70,115,130,90,60
Lickilicky,463.0,110,85,95,80,95,50
Rhyperior,464.0,115,140,130,55,55,40
Tangrowth,465.0,100,100,125,110,50,50
Electivire,466.0,75,123,67,95,85,95
Magmortar,467.0,75,95,67,125,95,83
Togekiss,468.0,85,50,95,120,115,80
Yanmega,469.0,86,76,86,116,56,95
Leafeon,470.0,65,110,130,60,65,95
Glaceon,471.0,65,60,110,130,95,65
Gliscor,472.0,75,95,125,45,75,95
Mamoswine,473.0,110,130,80,70,60,80
Porygon-Z,474.0,85,80,70,135,75,90
Gallade,475.0,68,125,65,65,115,80
Probopass,476.0,60,55,145,75,150,40
Dusknoir,477.0,45,100,135,65,135,45
Froslass,478.0,70,80,70,80,70,110
Rotom,479.0,50,50,77,95,77,91
Rotom(Heat),479.1,50,65,107,105,107,86
Rotom(Wash),479.2,50,65,107,105,107,86
Rotom(Frost),479.3,50,65,107,105,107,86
Rotom(Fan),479.4,50,65,107,105,107,86
Rotom(Mow),479.5,50,65,107,105,107,86
Snivy,495.0,45,45,55,45,55,63
Servine,496.0,60,60,75,60,75,83
Serperior,497.0,75,75,95,75,95,113
Tepig,498.0,65,63,45,45,45,45
Pignite,499.0,90,93,55,70,55,55
Emboar,500.0,110,123,65,100,65,65
Oshawott,501.0,55,55,45,63,45,45
Dewott,502.0,75,75,60,83,60,60
Samurott,503.0,95,100,85,108,70,70
Samurott(Hisuian),503.1,90,108,80,100,65,85
Patrat,504.0,45,55,39,35,39,42
Watchog,505.0,60,85,69,60,69,77
Lillipup,506.0,45,60,45,25,45,55
Herdier,507.0,65,80,65,35,65,60
Stoutland,508.0,85,110,90,45,90,80
Purrloin,509.0,41,50,37,50,37,66
Liepard,510.0,64,88,50,88,50,106
Pansage,511.0,50,53,48,53,48,64
Simisage,512.0,75,98,63,98,63,101
Pansear,513.0,50,53,48,53,48,64
Simisear,514.0,75,98,63,98,63,101
Panpour,515.0,50,53,48,53,48,64
Simipour,516.0,75,98,63,98,63,101
Munna,517.0,76,25,45,67,55,24
Musharna,518.0,116,55,85,107,95,29
Pidove,519.0,50,55,50,36,30,43
Tranquill,520.0,62,77,62,50,42,65
Unfezant,521.0,80,115,80,65,55,93
Blitzle,522.0,45,60,32,50,32,76
Zebstrika,523.0,75,100,63,80,63,116
Roggenrola,524.0,55,75,85,25,25,15
Boldore,525.0,70,105,105,50,40,20
Gigalith,526.0,85,135,130,60,80,25
Woobat,527.0,65,45,43,55,43,72
Swoobat,528.0,67,57,55,77,55,114
Drilbur,529.0,60,85,40,30,45,68
Excadrill,530.0,110,135,60,50,65,88
Audino,531.0,103,60,86,60,86,50
Timburr,532.0,75,80,55,25,35,35
Gurdurr,533.0,85,105,85,40,50,40
Conkeldurr,534.0,105,140,95,55,65,45
Tympole,535.0,50,50,40,50,40,64
Palpitoad,536.0,75,65,55,65,55,69
Seismitoad,537.0,105,95,75,85,75,74
Throh,538.0,120,100,85,30,85,45
Sawk,539.0,75,125,75,30,75,85
Sewaddle,540.0,45,53,70,40,60,42
Swadloon,541.0,55,63,90,50,80,42
Leavanny,542.0,75,103,80,70,80,92
Venipede,543.0,30,45,59,30,39,57
Whirlipede,544.0,40,55,99,40,79,47
Scolipede,545.0,60,100,89,55,69,112
Cottonee,546.0,40,27,60,37,50,66
Whimsicott,547.0,60,67,85,77,75,116
Petilil,548.0,45,35,50,70,50,30
Lilligant,549.0,70,60,75,110,75,90
Lilligant(Hisuian),549.1,70,105,75,50,75,105
Basculin(Red-Striped),550.0,70,92,65,80,55,98
Basculin(Blue-STriped),550.1,70,92,65,80,55,98
Basculin(Hisuian),550.2,70,92,65,80,55,98
Sandile,551.0,50,72,35,35,35,65
Krokorok,552.0,60,82,45,45,45,74
Krookodile,553.0,95,117,80,65,70,92
Darumaka,554.0,70,90,45,15,45,50
Darumaka(Galarian),554.1,70,90,45,15,45,50
Darmanitan,555.0,105,140,55,30,55,95
Darmanitan(Zen-Mode),555.1,105,30,105,140,105,55
Darmanitan(Galarian),555.2,105,140,55,30,55,95
Darmanitan(Galarian-Zen-Mode),555.3,105,160,55,30,55,135
Maractus,556.0,75,86,67,106,67,60
Dwebble,557.0,50,65,85,35,35,55
Crustle,558.0,70,105,125,65,75,45
Scraggy,559.0,50,75,70,35,70,48
Scrafty,560.0,65,90,115,45,115,58
Sigilyph,561.0,72,58,80,103,80,97
Yamask,562.0,38,30,85,55,65,30
Yamask(Galarian),562.1,38,55,85,30,65,30
Cofagrigus,563.0,58,50,145,95,105,30
Tirtouga,564.0,54,78,103,53,45,22
Carracosta,565.0,74,108,133,83,65,32
Archen,566.0,55,112,45,74,45,70
Archeops,567.0,75,140,65,112,65,110
Trubbish,568.0,50,50,62,40,62,65
Garbodor,569.0,80,95,92,60,82,75
Zorua,570.0,40,65,40,80,40,65
Zorua(Hisuian),570.1,35,60,40,85,40,70
Zoroark,571.0,60,105,60,120,60,105
Zoroark(Hisuian),571.1,55,100,60,125,60,110
Minccino,572.0,55,50,40,40,40,75
Cinccino,573.0,75,95,60,65,60,115
Gothita,574.0,45,30,50,55,65,45
Gothorita,575.0,60,45,70,75,85,55
Gothitelle,576.0,70,55,95,95,110,65
Solosis,577.0,45,30,40,105,50,20
Duosion,578.0,65,40,50,125,60,30
Reuniclus,579.0,110,65,75,125,85,30
Ducklett,580.0,62,44,50,44,50,55
Swanna,581.0,75,87,63,87,63,98
Vanillite,582.0,36,50,50,65,60,44
Vanillish,583.0,51,65,65,80,75,59
Vanilluxe,584.0,71,95,85,110,95,79
Deerling(Spring),585.0,60,60,50,40,50,75
Deerling(Summer),585.1,60,60,50,40,50,75
Deerling(Autumn),585.2,60,60,50,40,50,75
Deerling(Winter),585.3,60,60,50,40,50,75
Sawsbuck,586.0,80,100,70,60,70,95
Emolga,587.0,55,75,60,75,60,103
Karrablast,588.0,50,75,45,40,45,60
Escavalier,589.0,70,135,105,60,105,20
Foongus,590.0,69,55,45,55,55,15
Amoonguss,591.0,114,85,70,85,80,30
Frillish,592.0,55,40,50,65,85,40
